MC_ID	Sample_material	Sample_type	Processing	Deployed	Recovered	Days.deployed	EventLog.ID	Eventlog.Description	WetLab.Sample.ID	Dive.ID	Time.Start..UTC.	Time.Finish..UTC.	Date.Time.Logged..UTC.	Latitude	Longitude	Depth..m..Paroscientific.Digiquartz	Sample.type	Vehicle	sample_purpose
MC5	Riftia	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	18S
MC5	Shell	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	18S
MC5	Basalt	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC5	Pyrite	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC5	Pyrite	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC5	Quartz1	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC5	Quartz2	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
MC5	Riftia	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
MC5	Shell	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-098"	DESCRIPTION:H1755 MC5 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC5 MountEdwards	H1755	2231	2231	2019-06-06T22:32:54.844Z	42.7547	-126.709	2707.851541	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
MC6	Basalt	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	16S
MC6	Pyrite	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	16S
MC6	Pyrite	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	16S
MC6	Quartz1	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	16S
MC6	Quartz2	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	18S
MC6	Riftia	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	18S
MC6	Shell	DNA	Frozen dry in 1.5ml cyrovial, -80C	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	18S
MC6	Basalt	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC6	Pyrite	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC6	Pyrite	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC6	Quartz1	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Prok SEM
MC6	Quartz2	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
MC6	Riftia	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
MC6	Shell	SEM	Incubated with 4% PFA, rinsed with 1X PBS, and stored in 1:1 EtOH:PBS	5/29/2019	6/6/2019	8	"NA108-097"	DESCRIPTION:H1755 MC6 MountEdwards - deployment site described in H1750, diffuse flow and tubeworms, Hdg - 114	H1755 MC6 MountEdwards	H1755	2228	2231	2019-06-06T22:31:33.917Z	42.7547	-126.709	2707.79587	TYPE:MicrobialColonizerRecovered	Hercules/Argus	Euk SEM
